date	content
2017/6/19	高雄企金中大組：奇○為中心優質顧客，除AR業務持續成長外，中心積極追蹤中放動用，本週成功撥貸2億元，RMTeam亦布局高階經營層關係，以延伸企業主理財業務，做為毛利成長第二引擎，近期董事成交類全委新臺幣500萬元，陳副總(公司董事)亦同意申請個人港存台貸，未來將持續切入企業主理財規劃，深耕整體往來關係，創造客我雙贏。
2017/6/19	信義企金中小組：亞○克公司成立於2003年，實收資本額6,110萬元，從事糕餅類製作與銷售。公司品牌清新，透過網路通路的拓展建立口碑，在台灣掀起一陣生乳捲的旋風，營運持續成長。而近期公司陸續拓展實體通路，在台中、高雄、竹北及台南都開立旗艦店，RMTeam及分行經理每次皆在顧客邀請下積極參與旗艦店開幕，一同分享顧客成長的喜悅。集團和本行往來已久，為本行前10%的VVIP顧客，吳總夫婦對本行亦深具信賴，RMTeam每月皆會拜訪維繫情誼，此次主動推薦公司參與本次國家磐石獎的申請，吳總夫婦深感玉山的善解人意，在公司拓展實體通路可以為品牌加分。此次RMTeam趁著對保協同經理及理專拜訪吳總夫婦，由於之前承做的基金表現亮眼，理專亦持續為公司進行規劃配置，深獲吳總夫婦認同，成功爭取承做新興市場高收益債券基金100萬美元，手收約85萬元台幣。透過RMTeam和分行持續深耕優質顧客，以專業贏得顧客之信賴，除為本行貢獻獲利，亦創造顧客更多的價值。
2017/6/19	有效避險解決方案，擴大金流量。峻○為外存及TMU業務的目標客群，中心常與財務主管交流匯率議題，了解顧客痛點，提供解決方案，並與TMO、外匯及分行共同合作經營，團隊優質的服務贏得肯定，往來實績較以往明顯進步，本週再成交1筆SWAP100萬美元，自今年第一季首次成功爭取配合SWAP以來，至目前共成交4筆累計500萬美元，此外，也成功爭取外存200萬美元、人民幣300萬元。後續中心將持續用心經營顧客，努力爭取更多業務配合，創造本行更多收益。
2017/6/19	掌握顧客營運模式，爭取AR業務。速○為正○轉投資事業，提供網通產品暨TotalSolution，並以sparklan品牌行銷於全球，主要銷售地區為美國，本次透過正○財務長安排前往拜訪公司，因已知悉本戶係以預收或是AR賣斷規避風險，中心偕同AR小組拜訪提供建議，公司允諾提供數家買方供本行評估。另公司有承做美金貨幣型基金，經RMTeam分享其他上市櫃顧客漸以海外債取代定存或是貨幣型基金的趨勢，財務經理表示會向董事長討論。中心將持續與PM團隊共同耕耘優質集團戶，發掘貿融商機。
2017/6/19	靈活整合資源，創造貿融新模式。百○貿易股份有限公司為老牌鋼鐵貿易商，2016年起在RMTeam及外匯主管長期優質服務下，於本行進出口承做量由2013年2,000萬美元成長至5,700萬美元，而2017年至5月進出口承做量已達4,300萬美元。然近期得知其與中○國際交易量將逐漸增加，RMTeam即與外匯組、貿融及應收帳款PM，整合L/C與Factoring服務設計新交易模式，而此交易模式亦獲得TheAsianBanker之台灣最佳貿易融資專案獎項，此成果不僅讓本行與顧客雙贏，也讓顧客對玉山團隊更加認可，並深深贏得顧客之信賴。
2017/6/19	發揮專業能力，解決顧客痛點。漢○公司主要銷售化學用藥、農藥等特用化學藥品，本戶為授信戶旭○MGM轉介，近期接到興○每月60~75萬美元之訂單，有貿融額度之需求，但公司已無不動產可提供，RMTeam、外匯同仁及AR小組前往公司拜訪並共同討論交易模式並說明應收帳款承購額度，公司負責人感受到本行專業及優質服務，同意給予本行承做，後續成功核貸應收帳款承購額度350萬美元，並移送批次信保，於2017/6/16進行第一筆轉讓。本案因RMTeam、外匯同仁與總行單位共同努力，解決顧客缺乏額外擔保品的痛點，成功爭取優質顧客，不僅增加本行放款量，更增加利收、非利收(轉讓費)、信保量及貿融實績，創造雙贏，未來將持續經營公司金流、外存及企業主理財，加深客我往來黏稠度。
2017/6/26	台北企金中大組：中心與士林分行、信託部拜訪康○高總經理，洽談其孫女自益信託業務，現已完成簽約。信託規劃2,000萬元，首先成交儲蓄險保費387萬元，孳息及本金將用其在未來支付學費及零用金。透過玉山專業團隊共同努力，一步步耕耘顧客、深化配合，未來也將複製此成功模式，持續開發中大組顧客之高階主管理財業務。
2017/6/26	高雄企金中大組：中心拜訪尚○余董事長，完成額度增貸對保。尚○為台灣第三大熱軋廠，因計劃擴充產線而有購地需求，中心成功爭取不動產買賣價金信託及土地融資金額4億元，此外，透過RMTeam及分行合作，開發大股東投資理財業務，包含余董夫人本行投資理財部位已達新臺幣7,000萬元，余董家族成員近期亦成交2筆新臺幣100萬元類全委，以團隊的力量，提供全方位的服務，持續深耕客我關係。
2017/6/26	南台中企金中小組：維○工程有限公司主要從事鋼管成形機製造及買賣，關係戶存款實績逾新臺幣九位低水準，財資力狀況頗佳，境外公司G○dPlusLimited於本行新加坡及香港分行開戶多年，現作為海外接單及集團營運資金調度之用，於本行海外存款實績尚佳，此次在彰化分行及中心同仁同心協力及鍥而不捨的經營及追蹤下，並以立足亞洲是玉山策略，整合行銷更是玉山的競爭力，提供顧客便捷、快速、多樣的產品服務作為訴求，先以『港存台貸』產品(40萬美元)作為首次業務配合契機，本次再以『星存台貸』產品(100萬美元)再增進雙方的黏著度，此乃本行優於同業的利基及價值，並為跨境業務再下一城。
2017/6/26	專業、效率及服務，贏得貿融業務。亞○主要從事PCB及FPD設備製造與銷售，產業特性部分貨款收信用狀，透過RMTeam持續爭取及外匯同仁積極服務，使公司了解本行作業模式及便利性。本月期中拜會財務徐經理，再次提供信用狀於本行託收，累計今年1~6月信用狀共託收733萬美元(去年全年249萬美元)、今年1~5月金流匯入新臺幣2.18億元、近三個月存款實績新臺幣1,500萬元，各項派生業務配合均較以往大幅提升。改變顧客慣性作業模式不易，惟有透過每次爭取契機，用智慧找方法，才能有所突破。
2017/6/26	善用跨境服務優勢，創造顧客價值。大○為專業PU合成樹脂製造商，有台灣兩廠及大陸子公司，具跨境服務商機，屬資產型顧客，多年來外幣收付多採自然避險。今年以來台幣升值，中心建議美元存單質借及SWAP交易，說明多家公司外匯避險成功案例，本週順利完成短擔1.5億元存單額度對保，同步提高中心存放款量。另掌握該公司新購1.8億元土地，及大陸子公司擴大營運的雙重商機，該公司同意本行優先評估中放及東莞子行跨境服務。中心將持續提供顧客TOTALSOLUTION，善用跨境服務優勢，創造顧客價值。
2017/6/26	以廠辦建立深耕基礎，以派生業務活化資產。印○公司從事汽車引擎汽缸墊片，主要市場為AfterMarket與改裝車界，屬外匯資產型顧客。透過RM及分行共同積極經營，展現本行優質服務精神，本次成功爭取4,000坪廠辦貸款，可為本行創造新臺幣1億元的SME增量。除廠辦融資外，小組亦爭取公司於本行操作外匯避險商品，金額約150萬美元。對保時，更偕同分行經理及理專，共同行銷理財商品，預計將可成功承做新臺幣100萬元理財部位。RMTeam持續爭取優質廠辦、深耕VVIP目標客群，透過多產品線的業務往來，再創本行績效大躍進。
2017/6/26	掌握顧客動態資訊，滿足資金使用需求。瑋○為高雄地區知名螺絲貿易商，公司收款多以美金與歐元為主，今年在新臺幣升值與美元後續升息的議題下，為公司規劃外幣存單質借新臺幣業務，順利爭取存款加理財Aum逾新臺幣1億元。在掌握與了解公司整體資產部位後，近期與理專共同為負責人規劃家族個人理財，輔以資產配置與稅務話題，負責人決定申購新臺幣400萬元之年繳2P儲蓄險與150萬元之年繳6P儲蓄險，總繳保費為新臺幣4,100萬元，為本行帶來新臺幣150萬元理財手收。近期公司將前往香港及柬埔寨投資，RMTeam掌握該公司海外商機，將可持續拓展本行跨境業務。
2017/7/3	台中企金中大組：光○為手機光學鏡頭模組生產廠商，於大陸及台灣皆有生產工廠，收款幣別以美金及人民幣為主，中心持續關心公司匯損問題，並協同TMO給予匯率資訊及操作建議，獲公司財務主管讚許，累計匯入4,000萬人民幣及780萬美元，承做SPOT及外幣間轉換，後續可承做SWAP避險，中心將掌握顧客需求，持續提供解決方案，創造客我雙贏。
2017/7/3	高雄企金中大組：加○為國內第二大石英元件廠，財務結構佳。中心延伸負責人投資公司業務，協同中國子行規劃內保外貸，解決公司資金面臨人民幣貶值痛點；接續運用海外平台，完成港存台貸，顧客於港行帳上新增215萬美元資金，對於本行跨境平台，顧客表示相當滿意，主動提出負責人配偶跨境服務需求，近期於香港分行新增150萬美元。中心將依顧客需求，協助資產配置，深耕海外理財，創造客我價值。
2017/7/3	北區環金環金組：EVER○集團包含2戶OBU、2戶DBU及一戶大陸公司，從事磁鐵買賣貿易，主要以外銷日本及歐美廠商為主如PIONEER、PREMIUMSOUNDSOLUTION、PANASONIC及FOSTER等國際品牌，集團年營收約9.2億元，本次偕同理專團隊爭取，洽談中得知目前跟北○及台○銀行往來，因RMTeam長久跟催，顧客終於在本週開戶往來，目前提供關係戶三戶不動產設質本行承作貿融往來，另以自有資金分批購買理財商品300萬美元、創造含撥補手收達820萬元，我們也提供進階版全球智匯網，將2OBU及2DBU公司掛入企網共用，未來將有部份收付款金流改走本行自動化平台，後續持續追?派生業務。
2017/7/3	成功爭取SPO主辦。志○主要從事聲學原件產銷，本行成功爭取SPO主辦案件，近期經主管機關通過申報生效，本週偕同玉證承銷共同拜會公司財務長，除報告SPO進度並商討訂價外，另針對代收、存儲及員工現增等提供服務規劃，財務長對本行服務表示滿意，中心將與玉證共同努力完成本案，並透過整合行銷開發更多IPO、SPO業務，共創雙贏。
2017/7/3	持續推升新戶動能。跨境為今年重點業務，中大組5月份新增1戶得分新戶為程○集團，屬跨境服務的新戶，中心累積得分新戶數為6戶，排名第一。中心今年結合海內外資源，透過海外平台直接滿足當地的需求，6分中有3分為跨境新戶，目前中心已動用未達20萬毛利貢獻之新戶共有8戶，將於下半年發酵產生收益。中心經理勉勵各組下半年亦要開始布局2018年的新戶，勢必要新增活水才能持續成長，超越只是開始，挑戰不會結束。
2017/7/3	深耕台灣資產，開創跨境新局。雍○國際有限公司(營收約2億元)有鑑於政府新南向政策的施行，鼓勵企業轉往東南亞市場拓展，有賴海外信保基金輔助企業取得融資資金，得以於海外市場發展，本行亦是信保基金的堅實夥伴，因此鼓勵中心尋找跨境台商。中心透過緬甸分行同仁引薦，拜訪一新戶雍○國際(有)，主要業務為塑膠包裝袋製造，交貨予聚陽、儒鴻等上市櫃成衣公司，並於越南、緬甸、柬埔寨皆有投資設廠，恰與本行佈局亞策略十分契合，遂以徵提公司資料及越南相關設立文件，並已委由本行越南分行同仁前往訪廠，著手申請授信額度及海外信保保證，期能壯大本行跨境貿易服務於市場上的聲量。
2017/7/3	維繫顧客關係，深厚經營基礎。福○硬鉻工業股份有限公司(營收約5.0億元)公司從事硬鉻鋼棒製造，已成功撥貸廠辦8,000萬元，本週拜訪公司許董事長順勢拍拍PRM同仁的肩膀，口中念著「在往來銀行裡，我最感謝玉山銀行，給予資金支持，這次廠辦也是，公司絕對不會讓玉山銀行失望，給我五年的時間，一定成為世界一流的公司！?回想開發過程，並非一人之力所能完成，從一有建廠計畫至今，歷時四年時間，過程中經歷多任RM拜訪爭取，拜訪超過20次以上，不斷與董事長、財務副總、法金處溝通協調，逐步取得信賴，才有現在的放款、金流實績，未來將持續聚焦深耕優質廠辦戶，再創造顧客與玉山價值。
2017/7/10	台北企金中大組：長○航空為國內第二大航空業者，營運狀況良好。本行原以聯貸參貸為主，中心不斷展現企圖及野心，獲公司認同，本次成功取得B777-F貨機融資機會，預計於今年底動用；此外，本行中放額度5億元亦安排於近期動用，客我關係持續加溫。近期適逢太陽馬戲團表演活動，RM偕同TMO邀請公司財務協理共襄盛舉，深獲顧客喜愛，保持雙方綿密互動。
2017/7/10	高雄企金中大組：中心掌握界○集團海外併購商機，以廠辦為擔保品規劃額度，配合中國子行以外保內貸協助境內取得資金，深圳分行已於6月撥貸人民幣2,100萬元，此外，中心承作家族投資公司土建融業務，亦於6月核准中期額度1.3億元。未來將透過跨境服務爭取深圳、日本子公司金流、授信等往來，也持續耕耘投資公司切入家族核心業務，如資產傳承等，加深客我往來。
2017/7/10	新竹企金中小組：亞○公司08年與本行往來，原從事軟體及輸送設備代理，近年逐步轉型智慧機械及循環經濟產業，董事長有感在公司轉型過程中歷經低潮，惟本行仍續以支持，雙方已建立堅定的夥伴關係，目前金流、薪轉及企業主理財全數業務均於本行辦理。現公司已著手IPO，財務長表示期望在上市、櫃的路上，本行亦不能缺席，持續提供金控上的整合資源，如承銷、創投等，前已連繫承銷部進行拜會。另隨集團營業規模成長，今年有意於台南地區購地興建自有廠房，資本性支出約2億元，屆時廠辦融資需求亦以本行為第一考量。
2017/7/10	成功取得聯貸主辦。直○為線性滑軌製造商(上櫃)，TCRI評等為6，上週成功舉辦本行主辦新臺幣12億元聯貸簽約典禮，感謝本行曾董事長代表主持簽約，會中公司經營團隊對本行讚譽有加，在此亦感謝法金處長官及同仁的協助；中心藉此次聯貸主辦後，派生業務持續發酵，包括美國擴廠、中國保理、OBU外銷貸款等；與此同時，公司財務長亦著手調整同業台外幣金流改匯本行，後續中心將繼續追蹤各項業務執行進度。
2017/7/10	滿足跨境台商多元需求。中心拜訪泰○企業陳董事長，此行主要進行陳董個人港存台貸額度對保。經RMTeam布局爭取，集團已於香港分行開立2家OBU公司及董事長和總經理共4戶帳戶並匯入約200萬美元的資金，後續亦申請2戶港存台貸額度並陸續動用。另陳總經理個人投資理財亦成功承做1筆類全委及1筆6P期繳保險，本行的專業服務取得陳董家族的信任。RMTeam未來除仍深耕陳董家族境內的理財往來，亦會持續開發家族的境外資金，藉由本行完整的跨境服務平台，建立家族於本行的資金池，進而創造多元的理財往來及手收。
2017/7/10	掌握顧客資金需求，發揮海外資源效益。建○公司成立於2004年，實收資本額6,000萬元，從事濾材買賣業務，本次與負責人約訪洽談過程中表示個人於大陸有人民幣1,000萬元之存款，近期因台灣有資金需求請本行協助是否可活化其存款，RMTeam立即與中國子行共同規劃內保外貸額度，並順利核准內保外貸額度人民幣1,000萬元，本週已完成代對保作業，負責人將於近期由建設銀行轉匯人民幣存款至長安支行。本次透過跨境服務共同行銷成功爭取顧客他行外匯存款至本行，也增加台灣營業單位放款量，達到三贏最大效益。
2017/7/10	佈局海外市場，開拓跨境服務。冠○公司從事高、低壓配電盤整廠設備規劃及製造，負責人已於越南及柬埔寨投資設廠，去年亦請同奈分行同仁前往越南廠拜會財務副總，本次感謝法金處貿融小組提供海外信保目標客群，近期拜訪公司負責人，以本行配合政府南向政策及搭配海外信保業務為切入點，希望可以幫公司更有彈性的取得資金，洽談中林董表示，公司的東南亞佈局與本行十分契合，公司已陸續提供資料，並著手申請海外信保額度，未來小組將陸續找尋目標客群，以壯大本行跨境服務於市場中的聲量。
2017/7/17	台北企金中大組：本行與泰○寶往來以授信、存款及薪轉為主，並擔任其2014年聯貸主辦行，近來因聯貸進入攤還階段，公司有意重新籌組。中心在本案籌畫初期，與聯貸科主動出擊，更感謝曾董事長，在關鍵時刻共同協訪，透過高層互動，展現玉山團隊的專業，為本行大大加分，最終順利取得聯貸委任書。未來RMTeam也將持續努力，善用總行資源，協同合作，發揮團隊最大效益。
2017/7/17	桃園企金中大組：新戶群○前身為欣○興邦廠，為專注軟硬複合板市場開發，於2015/3完成組織登記成立，並於2016/3正式營運，係台廠唯一有能力供應OLED用軟硬複合板，公司額度順利於6月底經總行核准，且送案期間完成開立台、外幣帳戶，在中心積極爭取下，公司預計在7、8月各動用新臺幣1億元，有助於中心放款量提升，後續將努力經營台外存與金流等派生業務。
2017/7/17	信義企金中小組：建○公司代理銷售生技醫療用濾材及檢驗試劑，另有家用淨水器、啤酒製程過濾設備等銷售業務。公司與本行往來密切，派生業務往來包括：存款、金流、理財、世界卡等，近期負責人亦申請股票靈活貸、繳稅信貸專案等。本次因應公司資本性支出共計1.3億元需求，負責人吳總經理對於本行專業熱忱與差異化服務深表讚賞，同時收取14萬元額度作業費，後續將再衍生各種非利收業務往來。差異化服務不僅可加深與顧客往來關係，也能在競爭環境中創造豐厚非利息收入。
2017/7/17	成功取得聯貸主辦。本週順利完成金○子公司聯貸3,600萬美元之主辦簽約，感謝聯貸科偕同中心共同簽約。去年中心拜會公司楊副總，得知今年籌組聯貸商機，期間與聯貸科多次拜會，與公司詳談資金規劃，最終於今年4月順利取得公司委任書，過程中感謝總行各單位協助，讓中心能在額度規劃、報價時點乃至最終簽約等過程，均能滿足顧客需求，獲得公司信賴與認同，達到客我雙贏，本次預計可收取約6.8萬美元聯貸主辦費，未來中心也將朝企業主理財進行深耕，以加深客我往來之綿密度。
2017/7/17	持續開拓貿融客群。上週中心協同分行存匯及外匯主管拜會盈○財務部門，因公司與本行往來漸趨綿密，本次主要洽談公司平日主要收付款及信用狀forfaiting業務，公司對本行網路銀行等自動化支付平台表示認同，亦稱許本行信用狀買斷保險業務具承做靈活度，後續應有機會增加雙方往來深度，中心將持續追蹤，期能提高本行收益。
2017/7/17	善用海外信保資源，建立差異化服務。鉅○公司為自行電訪開發，成立約30年，主要係運動成衣製造，買方為日本上市TORAY集團，收款條件為L/C、付款條件為T/T，主要往來銀行為上○銀行，於越南設有工廠二處，均位胡志明市，2016年工廠營收約美金300萬元以上，向公司簡介海外信保基金業務，對此表示相當感興趣，並表示本行為首家提出不同以往之額度規劃，後續財務主管將再與負責人匯報評估往來，將持續追蹤後續授信配合。
2017/7/17	整合專業團隊，滿足多元需求。台灣威○利公司前身為威○企業及雅○電子，於1992年合併為威○利集團，並於2001年7月於新加坡上市，屬港資電子通路商，總公司位於香港，集團員工人數逾500人，在大陸北京、上海處均設有辦事處，並於上海及深圳保稅區設立倉庫，產品主要銷售於香港、大陸地區。在RMTeam及總行應收帳款團隊的努力下，目前台灣威○利已動用本行有追索權應收帳款450萬美元，轉讓手續費合計約7,100美元，後續集團於本行AR額度將會持續動用，在授信風險應屬可控之情況下，未來將持續與AR小組成員深耕該集團，持續創造本行SME放款量及非利收。
2017/7/24	台北企金中大組：本週完成友○新臺幣230億元聯貸簽約，本行最終分配金額為新臺幣6億元，預計本月手收貢獻108萬元，目前和公司除有聯貸配合外，今年以來在本行有開立3筆L/C累計340萬美元，承做4筆美金/日幣遠匯交易，以及每月金流匯入逾3,800萬美元，且本行帳上存款包括3,200萬美元以及新臺幣15億元，往來關係密切，後續將持續爭取各項派生業務往來。
2017/7/24	台中企金中大組：永○為國內學名藥大廠，集團於海外廣泛布局，在中國、東南亞、美國、日本均設有營運據點，今年初由美國子公司與本行L.A.分行建立授信往來，配合美國當地需求，於本月增貸320萬美元額度並於上週順利撥款225萬美元，展現本行高效率服務。後續集團在海外持續有擴廠計劃，中心將偕同聯貸科PM共同規劃架構，滿足顧客需求，爭取顧客聯貸主辦。
2017/7/24	內湖企金中小組：鈶○公司為國內半導體電子零件代理商，產品主要用在無線滑鼠、筆電及手機等消費性電子產品。該公司從本行開業後即與本行往來，往來期間達25年之久，與RMTeam及分行同仁互動良好。RMTeam於近期與該戶面訪時得知該戶近期接到國內代工大廠和○大單，為確保貨源及使其美國供應商出貨順利而有開立StandbyLC需求，然因顧客資產多位於海外子公司，RMTeam遂規劃以港存台貸方式規畫一外幣保證額度，並成功使顧客於本週匯入新資金400萬美元，RMTeam亦掌握簽案、對保及香港存單設質時程，從作業至額度動用僅一週就完成，展現玉山專業團隊的高效率。感謝香港分行於本次開戶與存款設質作業所展現的專業與效率，本案創造保證手續費約90萬元，未來RMTeam將善用跨境平台，展現團隊力量，共同服務優質跨境顧客。
2017/7/24	善用本行金流服務及產品。本行為新○主力往來行庫，配合項目涵蓋存放款、匯款、外幣兌換及薪轉等業務，近3個月台外幣活存實績約2.7億元，貢獻度佳。此外，本行亦為主要金流匯入行之一，且公司使用全球智匯網處理日常資金調度甚為滿意，公司資金調度與金流管理逐漸集中於本行。近期公司擬進一步導入外幣整批匯款，每月約100筆，後續將與CM團隊緊密合作，藉由本行高效率之自動化工具，再次加深顧客與本行業務黏著度及對本行認同與信賴。
2017/7/24	持續推動貿融業務。健○集團為國內PCB上市的績優公司，集團連年獲利穩定，因此和銀行同業的議價能力強，中心收益有限。RMTeam為調整獲利結構，多次拜會與公司財務部門，得知集團將以OBU公司代大陸湖北廠採購，且新建廠房有進口機器設備需求。在詳細了解交易流程後，中心決定引導公司將額度使用在獲利較高的進口開狀分項。截至6月底已經承做美金1,312萬元的進口開狀業務，收取手續費新臺幣12萬元，遠狀承兌費預估可收取新臺幣93萬元。另該集團於大陸子公司亦有大額美金定存，預計先爭取600萬美金轉存本行。本次對該集團經營方向的調整，並迅速對公司需求提出因應方案，方能讓本行獲利有效提升。
2017/7/24	掌握顧客廠辦，深厚往來關係。宏○公司成立於2002年，主要從事各式工業用過濾系統設備的組裝及銷售，RMTeam知悉公司近期有意購置廠房後，積極為其尋找合適標的並建立密切往來，現公司已於本行動用週轉金額度新臺幣1,350萬元，本次除為因應匯率避險需求，承做SWAP人民幣248萬元，本行獲利約新臺幣42萬元外，另預計於7/28動用不動產額度新臺幣2,000萬元以購置新廠，後續將持續深根企業主理財，機會是留給準備好的人，在關鍵時刻滿足顧客需求，才能創造客我雙贏。
2017/7/24	L○YSCO.,LTD.借戶集團早期係從事電力工程及電機設備承裝業務，累積良好財資歷，屬典型資產型顧客。偕同分行協理、企金中心經理、SRC及私人銀行等，以投資配置、稅務規劃及跨境服務切入，並配合Lombardloan產品做出差異化服務，目前集團於本行理財部位已逾1,000萬美元，貢獻本行理財手續費收入逾1,300萬元，且本週成功動用Lombardloan額度140萬歐元、90萬美元，並收取額度設立費及動用手續費合計美金6,000元。在創造綜效大躍進途中，善用跨境服務優勢，創造本行綿綿不?的收益。
2017/8/1	善用海外平台，提升往來貢獻度。宜○為潤○集團投資公司，主要配合集團在生技、量販及壽險等投資，本行參與由兆○主辦150億元聯貸將到期，本週拜訪孟副總追蹤籌組狀況；而個人理財部分，孟副總在本行已開戶並為世界卡顧客，此次與分行拜訪先建立信任，後續再提供合適理財商品。另在跨境服務方面，華○廣州(大○發華南)已在東莞分行開戶，並先存入人民幣1,000萬元資金，東莞分行持續與公司報價，爭取更大部位存款往來。
2017/8/1	持續推動廠辦業務。聯○以自有品牌產銷塑膠家用品，為台灣塑膠家用品領導品牌商。林經理感謝本行長期的支持與協助，對本行十分的重視，近期因業務需求增加，將於銅鑼進行擴廠，預計將投資2.6億元購買廠辦。本行為借戶之主力銀行，未來將積極協助規劃額度予顧客評估。廠辦中期融資為今年業務推廣主軸，中心將積極爭取優質顧客，除有效提升放款餘額外，亦穩定利收並增進客我關係黏著度，有利爭取更多派生商機。
2017/8/1	厚植客我關係，強化服務價值。久○公司主要從事客製化商品陳列架設計製造，與本行各項派生業務往來及毛利貢獻度尚佳。本次因應借戶營運規模持續成長而有購地建廠需求，然過程中不斷有同業以低價作為競爭手段，惟中心義宗資深經理及RMTeam堅持以服務、專業及長期發展角度創造差異性，最終以高於同業利率報價，成功對保資本性支出及週轉金額度共新臺幣1.5億元，作業費收取新臺幣19萬元，並讓本行在顧客心占率能再下一城。成功爭取優質授信戶廠辦貸款是客我關係的最佳顯現，唯有讓首選對首選，方在競爭激烈環境中脫穎而出，打響本行市場聲量。
2017/8/1	掌握市場動態，精準提供顧客需求。技○公司從事以各種五金、沖壓零件加工與製造，其銷售有8成外銷歐美，為本行外匯目標客群。負責人胡先生於訪談間提到近期美金趨貶惜售，故帳上美金水位較高，因此詢問有無較為穩健之理財活化方案；理專與RM立即發揮專業，為公司量身打造投資組合配置，最終順利成交約100萬美元之組合基金，本行手收貢獻約新臺幣100萬元。掌握VVIP顧客，並在關鍵時點展現專業，以速度、效度以及溫度之量身打造服務創造客我雙贏。
2017/8/1	新竹企金中大組：光○為全球前三大雷射包材公司，年初觀察公司財報，推算今年將面臨CB到期、聯貸攤還等情況，中心隨即安排拜會，主動提出中放+CB的聯貸架構，獲得公司認可，在委任書未取得前中心仍不掉以輕心，持續透過與財務長高度互動，深化顧客關係，本週終於順利取得委任書，期間特別感謝聯貸科給予專業建議，在同業激烈競爭中脫穎而出。
2017/8/1	忠孝企金中大組：本週順利完成勤○7年期30億元聯貸案簽約，並邀請公司顧董事長暨經營團隊餐敘，這是本行主辦勤○第三次聯貸案，感謝總行各單位協助，從額度規劃、法金與財金共同報價，合約修訂到完成簽約，過程經多次討論，最終能克服困難，並獲得顧客及銀行團的滿意。感謝曾董事長與公司高層互動，並期勉中心能善用總行資源，發揮整合行銷能力，讓玉山專業團隊成為公司財務諮詢最佳夥伴。
2017/8/1	台中企金環金組：金○集團主要為原木家具製造商，目前於大陸廣東中山與越南平陽設有生產基地，集團經營獲利穩健，財務操作保守，歷來均以自有資金營運。'15年因應集團越南平陽設廠規劃，本行規劃內保外貸額度，以大陸中山廠不動產擔保申請美元額度提供越南購地設廠部分資金，為公司提出跨境特色金融服務方案。惟後續因大陸全口徑政策調整，子行開狀費用調升與美元升息趨勢，顧客反應借款成本大幅增加擬提前償還借款。RMTeam仍積極爭取負責人個人於大陸境內建設銀行人民幣近1,170萬元存款匯存東莞長安支行，並以大額人民幣定存替代中山廠不動產擔保，因此境外額度借款可大幅節省借款成本。本週在香港分行與大陸子行東莞分行協助下，順利完成借新還舊作業。本案透過RMTeam積極經營環金優質顧客，搭配本行海外平台跨境服務，成功解決顧客多國據點產能布局規劃。
2017/8/7	持續擴大本行現金管理版圖。亞○主要從事PCB及FPD設備製造與銷售，子公司泰○斯為製造半導體設備商(與外商科○合資)。中心於7月初與公司討論銀行資金調度模式，得知泰○斯每月須匯款2~3次且每次約10筆交易以上，對財務人員造成作業負擔，RMTeam當月遂偕同CM同仁前往，介紹本行全球智匯網，獲得財務徐經理認同，最後同意亞○及泰○斯安裝本行系統，本週並完成系統安裝，預計本月10日將使用本行全球智慧網匯款，未來將可有效提升金流及存款等業務配合。
2017/8/7	延伸顧客境外需求，創造多元服務。中心長期深耕台○公司，今年累積至7月毛利已超逾2016年全年，各項指標均有明顯成長，今年初馬來西亞子公司搭配新南向海外信保與本行開始有授信往來。考量公司屬外購客群，中心積極跟催貿融業務，本周公司陸續於本行承做進口遠狀與進口O/A，單週累積金額約美金65萬元；另公司也是全球智匯網、外匯888顧客，海外子公司也在年初納入全球智匯網共同關係使用，整體往來業務多元且良好。RMTeam將持續經營服務，共創客我價值。
2017/8/7	廠辦是重要顧客關係的象徵。曜○全球公司從事電子產品OEM，同業存款、理財約4億元，本週成功撥貸D2廠辦8,000萬元，手續費7.5萬元，也是6月推出「EP好夥辦」下，小組積極爭取的顧客，撥款後預計EP可超逾佰萬元，感謝法金處快速審核協助，並與小組多次討論，終完成顧客新廠落成所託，林董事長感謝小組努力、兩個禮拜內快速核貸，也展現誠意，將本行視為金流、美金存款、企業主理財主力往來銀行，也感謝楊梅分行平日優質服務，再次透過玉山專業團隊共創客我雙贏，聚焦深耕優質廠辦戶，增加產品往來數，讓玉山成為VVIP心中的唯一選擇！
2017/8/7	整合跨境資源，創造顧客經營價值。東○公司從事開飲機、咖啡機等生產製造，集團更跨足大陸包材市場，負責人家族財資力佳。RMTeam透過分行理專顧客MGM介紹，得知負責人兄長於海外出售不動產，產生大額閒置資金，透過跨境團隊服務，提供香港海外債為擔保品於台灣借款方案，規劃企業主LombardLoan額度，陸續成交海外債180萬美元、理財手收新臺幣105萬元、放款量1,500萬元，創造客我雙贏。透過本行優質專業的團隊服務，創造差異化，在顧客心中留下美好印象，始可在激烈的金融競賽中脫穎而出。
2017/8/7	忠孝企金中大組：本週順利完成勤○7年期30億元聯貸案簽約，並邀請公司顧董事長暨經營團隊餐敘，這是本行主辦勤○第三次聯貸案，感謝總行各單位協助，從額度規劃、法金與財金共同報價，合約修訂到完成簽約，過程經多次討論，最終能克服困難，並獲得顧客及銀行團的滿意。感謝曾董事長與公司高層互動，並期勉中心能善用總行資源，發揮整合行銷能力，讓玉山專業團隊成為公司財務諮詢最佳夥伴。
